Laptop Name,Laptop Price,Laptop Description,Laptop Specifications,Rating,Reviews
DELL 7000 Series Core i7 12th Gen,"1,05,890","New Inspiron 7420...4.84 Ratings & 0 ReviewsIntel Core i7 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayWindows 11, Office 2112 Months₹1,05,890₹1,23,4941",16 GB DDR4 RAM64,7420...4.84,0 Reviews
ASUS ExpertBook B9 Core i7 10th Gen,"1,74,990","ExpertBook B9 B9450FA Thin and L...Intel Core i7 Processor (10th Gen)16 GB LPDDR3 RAM64 bit Windows 10 Operating System2 TB SSD35.56 cm (14 inch) Display3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase₹1,74,990₹2,33,9902",16 GB LPDDR3 RAM64,Not found,No Reviews Found
DELL Core i7 12th Gen,"1,23,990","16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD96.52 cm (38 cm) Display1 Year Onsite Hardware Service₹1,23,990₹1,61,5312",16 GB DDR5 RAM64,Not found,No Reviews Found
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
ASUS VivoBook 14 Core i3 7th Gen - (4 GB/256 GB SSD/Windows 10 Home) X412UA,"31,490","X412UA-EK342T Thin and Light Lapt...4.35,557 Ratings & 791 ReviewsIntel Core i3 Processor (7th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) DisplayAsus Splendid1 Year Limited International Hardware Warranty₹31,490₹36,2711",4 GB DDR4 RAM64,557,791 Reviews
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C214MA,"23,990","C214MA-BU0452 Chrom...42,561 Ratings & 356 ReviewsIntel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System29.46 cm (11.6 inch) Touchscreen Display1 Year Onsite Warranty₹23,990₹29,9902",64 GB EMMC Storage,561,356 Reviews
MICROSOFT Surface Laptop 3 Core i5 10th Gen,"94,490","1867 Laptop4.456 Ratings & 7 ReviewsIntel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 10 Operating System128 GB SSD33.02 cm (13 inch) Touchscreen Display1 Year Limited Hardware Warranty₹94,490₹1,04,9991",8 GB LPDDR4X RAM64,4.456,7 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
,0,,,Not found,No Reviews Found
HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s,"60,890","14s-fq1083AU Thin and Light Laptop4.2122 Ratings & 14 ReviewsAMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty₹60,890₹72,1481",8 GB DDR4 RAM64,4.2122,14 Reviews
DELL Ryzen 7 Octa Core AMD R7-6800H,"1,05,990","Display1 Year Onsite Premium Support₹1,05,990₹1,20,0561",16 GB DDR5 RAM64,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
MICROSOFT Surface Laptop 3 Core i5 10th Gen,"94,490","1867 Laptop4.456 Ratings & 7 ReviewsIntel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 10 Operating System128 GB SSD33.02 cm (13 inch) Touchscreen Display1 Year Limited Hardware Warranty₹94,490₹1,04,9991",8 GB LPDDR4X RAM64,4.456,7 Reviews
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,"56,990","DisplayMicrosoft Office (Trial Only)1 Year Warranty + 1 Year Premium Care + 1 Year ADP₹56,990₹76,8902",8 GB DDR4 RAM64,...4.3405,48 Reviews
ASUS Ryzen 7 Quad Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RTX3050,"95,500","16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty₹95,500₹1,19,0001",16 GB DDR4 RAMWindows,Not found,No Reviews Found
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
ASUS Vivobook S 14 Flip (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP3402VAB,"78,889","Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP3402VAB-LZ541WS...Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty₹78,889₹98,9902",16 GB DDR4 RAMWindows,Not found,No Reviews Found
DELL Core i7 12th Gen,"1,23,990","16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD96.52 cm (38 cm) Display1 Year Onsite Hardware Service₹1,23,990₹1,61,5312",16 GB DDR5 RAM64,Not found,No Reviews Found
Lenovo Legion 5 Pro Intel Core i7 12th Gen,"1,64,990","16 GB DDR5 RAMWindows 11 Operating System1 TB SSD103.23 cm (40.64 cm) Display3 Years Onsite Warranty + 1 Year Accidental Damage Protection + 3 Years Legion Ultimate Support₹1,64,990₹2,23,8902",16 GB DDR5 RAMWindows,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
ASUS ExpertBook B9 Core i7 10th Gen,"1,74,990","ExpertBook B9 B9450FA Thin and L...Intel Core i7 Processor (10th Gen)16 GB LPDDR3 RAM64 bit Windows 10 Operating System2 TB SSD35.56 cm (14 inch) Display3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase₹1,74,990₹2,33,9902",16 GB LPDDR3 RAM64,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
"HP Intel Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 13-aw0211TU 2 in 1 Laptop52 Ratings & 1 ReviewsIntel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Touchscreen DisplayHP Audio Switch, HP Documentation, HP e","1,26,000","13-aw0211TU 2 in 1 Laptop52 Ratings & 1 ReviewsIntel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Touchscreen DisplayHP Audio Switch, HP Documentation, HP e-Service, HP JumpStart, HP Support Assistant, HP Connection Optimizer, HP Command Center, HP PC Hardware Diagnostics Windows1 Year Onsite Warranty₹1,26,000₹1,52,0421",8 GB DDR4 RAM64,52,1 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
Lenovo IdeaPad Gaming 3 Intel Core i7 10th Gen,"75,997","8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office (Trial Only)1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection₹75,997₹1,02,0902",8 GB DDR4 RAM64,...4.5122,7 Reviews
Lenovo Ideapad 720S Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S,"74,990","720S-13IKB Thin and Light Lapt...3.33 Ratings & 1 ReviewsIntel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayMicrosoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.01 Year Onsite Warranty₹74,990₹83,4581",8 GB DDR4 RAM64,...3.33,1 Reviews
ASUS Core i9 12th Gen,"1,85,000","...Intel Core i9 Processor (12th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year International Warranty₹1,85,000₹2,36,0002",32 GB DDR5 RAMWindows,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
HP Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15,"63,499","15-fd0011TU Thin and Light LaptopIntel Core i5 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹63,499₹72,7801",8 GB DDR4 RAM64,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
HP Victus Core i7 13th Gen,"1,14,990","...Intel Core i7 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹1,14,990₹1,27,764",16 GB DDR4 RAM64,Not found,No Reviews Found
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
HP Spectre x360 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) 13,"1,36,590","13-ap0121TU 2 in 1 LaptopIntel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD33.78 cm (13.3 inch) Touchscreen DisplayHP Support Assistant, HP JumpStart, HP Audio Switch, HP Connection Optimizer, Microsoft Office Home and Student 20161 Year Onsite Warranty₹1,36,590₹1,51,133",8 GB DDR4 RAM64,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
Infinix X1 Slim Series Core i5 10th Gen,"36,990","XL21 Thin and Light Laptop4.2804 Ratings & 120 ReviewsIntel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayNA1 Year Onsite Warranty₹36,990₹59,9993",8 GB LPDDR4X RAM64,4.2804,120 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
MSI Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 A5M-280IN Notebook4.2144 Ratings & 15 ReviewsAMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year On,"52,990","Modern 15 A5M-280IN Notebook4.2144 Ratings & 15 ReviewsAMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year On-Site Warranty₹52,990₹78,9903",8 GB DDR4 RAM64,4.2144,15 Reviews
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
HP Victus Core i7 12th Gen,"97,900","16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹97,900₹1,11,5041",16 GB DDR4 RAM64,...3.611,0 Reviews
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
ASUS Vivobook 15 Touch Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA,"54,000","X515EA-EZ501WS Thin and Li...4.2224 Ratings & 22 ReviewsIntel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Touchscreen DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty₹54,000₹74,9902",8 GB DDR4 RAMWindows,...4.2224,22 Reviews
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS,"1,31,990","Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/AMD ...AMD Ryzen 9 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen DisplayMicrosoft Office Home & Student1 Year Onsite Warranty₹1,31,990₹1,88,9903",16 GB LPDDR5 RAMWindows,Not found,No Reviews Found
acer Intel EVO Swift 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF514,"79,990","SF514-55TA Thin and Light ...4.85 Ratings & 0 ReviewsIntel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year International Travelers Warranty (ITW)₹79,990₹1,09,9992",8 GB DDR4 RAM64,...4.85,0 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
ASUS Vivobook 15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA,"54,300","X1502ZA-EJ515WS Laptop3.56 Ratings & 0 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11, Microsoft Office H&S 2021, 1 Year McAfee1 Year international Warranty₹54,300₹70,9902",8 GB DDR4 RAM64,3.56,0 Reviews
DELL Core i5 12th Gen,"60,990","New Inspiron 15 Laptop Thin and Lig...3.814 Ratings & 1 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service₹60,990₹79,9282",8 GB DDR4 RAM64,...3.814,1 Reviews
Vaio SE Series Core i5 8th Gen,"58,990","NP14V1IN004P Thin and Light Laptop3.983 Ratings & 14 ReviewsIntel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 3652 Years Onsite Warranty₹58,990₹84,6903",8 GB DDR4 RAM64,3.983,14 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
DELL Ryzen 7 Octa Core 6800H,"1,27,990","Display1 Year Onsite Hardware Service₹1,27,990₹1,58,3101",16 GB DDR5 RAMWindows,Not found,No Reviews Found
SAMSUNG Galaxy Book2 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) NP750XEE,"79,990","NP750XEE-XB1IN...4.113 Ratings & 3 ReviewsIntel Core i5 Processor (12th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹79,990₹85,990",8 GB LPDDR4X RAM64,...4.113,3 Reviews
DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 14 2-in,"78,061","New Inspiron 14 2-in-1 2 in ...AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Hardware Service₹78,061₹98,8332",8 GB DDR4 RAM64,Not found,No Reviews Found
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
ASUS Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA,"36,815","X1500EA-EJ3379WS LaptopIntel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Warranty₹36,815₹49,9902",8 GB DDR4 RAMWindows,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
Lenovo IdeaPad Slim 5i Intel Core i5 11th Gen,"60,999","82FG014DIN|82FG0125...4.41,210 Ratings & 141 ReviewsIntel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection₹60,999₹99,4543",16 GB DDR4 RAM64,210,141 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
HP Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15,"63,499","15-fd0011TU Thin and Light LaptopIntel Core i5 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹63,499₹72,7801",8 GB DDR4 RAM64,Not found,No Reviews Found
ASUS Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA,"36,815","X1500EA-EJ3379WS LaptopIntel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Warranty₹36,815₹49,9902",8 GB DDR4 RAMWindows,Not found,No Reviews Found
ASUS Vivobook 15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA,"54,300","X1502ZA-EJ515WS Laptop3.56 Ratings & 0 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11, Microsoft Office H&S 2021, 1 Year McAfee1 Year international Warranty₹54,300₹70,9902",8 GB DDR4 RAM64,3.56,0 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 16 2-in,"89,490","Inspiron 16 2-in-1 2 in 1 LaptopIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.64 cm (16 Inch) Touchscreen Display1 Year Onsite Hardware Service₹89,490₹1,10,8881",8 GB DDR4 RAM64,Not found,No Reviews Found
acer Intel EVO Swift 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF514,"79,990","SF514-55TA Thin and Light ...4.85 Ratings & 0 ReviewsIntel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year International Travelers Warranty (ITW)₹79,990₹1,09,9992",8 GB DDR4 RAM64,...4.85,0 Reviews
DELL Core i5 12th Gen,"60,990","New Inspiron 15 Laptop Thin and Lig...3.814 Ratings & 1 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service₹60,990₹79,9282",8 GB DDR4 RAM64,...3.814,1 Reviews
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
,0,,,Not found,No Reviews Found
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA,"63,990","KM513UA-L71...4.661 Ratings & 8 ReviewsAMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year onsite warranty₹63,990₹86,9902",16 GB DDR4 RAM64,71...4.661,8 Reviews
ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home) UM3402YA,"1,07,900","UM3402YA-KM751WS Thin and Light LaptopAMD Ryzen 7 Quad Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Domestic Warranty₹1,07,900₹1,28,9901",16 GB DDR4 RAMWindows,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H,"1,80,000","Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB...AMD Ryzen 7 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty₹1,80,000₹2,98,9903",32 GB DDR5 RAM64,Not found,No Reviews Found
ASUS Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X515JF,"51,990","X515JF-BQ521T Thin and Light L...4.284 Ratings & 6 ReviewsIntel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplaySystem Diagnosis (All models), Splendid (All Models), Tru2Life (Intel Platform Models), Keyboard Hotkeys (All Models), AppDeals (All Models), Link to MyASUS (All Models, Bluetooth Needed)1 Year Onsite Warranty₹51,990₹64,9902",8 GB DDR4 RAM64,...4.284,6 Reviews
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Prestige 14Evo B13M-279IN Thin and Light Lapto...Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display2 Year Carry,"1,19,990","Prestige 14Evo B13M-279IN Thin and Light Lapto...Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display2 Year Carry-in Warranty₹1,19,990₹1,34,9901",16 GB LPDDR5 RAMWindows,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,"1,81,990","with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...3.76 Ratings & 1 ReviewsAMD Ryzen 9 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹1,81,990₹2,44,9902",16 GB DDR4 RAM64,...3.76,1 Reviews
HP 14s Intel Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) 14s,"29,790","14s-dq3033tu Thin and Light Laptop3.9489 Ratings & 55 ReviewsIntel Pentium Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation1 Year Onsite Warranty₹29,790₹39,9902",8 GB DDR4 RAM64,3.9489,55 Reviews
ASUS Ryzen 5 Dual Core 5th Gen,"61,990","8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Manufacturer Warranty₹61,990₹76,9901",8 GB DDR4 RAMWindows,165...4.511,1 Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
,0,,,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
